,Gene,Gene2,Correlation
4827930,ATG13,TTPA,0.108
4827931,ATG13,IKBIP,0.108
4827932,ATG13,PNPLA2,0.107
4827933,ATG13,PUS10,0.107
4827934,ATG13,TOPORS,0.107
4827935,ATG13,LRRC75A,-0.107
4827936,ATG13,SEC14L5,0.107
4827937,ATG13,MFSD10,0.107
4827938,ATG13,DENND2B,0.181
4827939,ATG13,AKIP1,0.181
4827940,ATG13,TMEM9B,0.177
4827941,ATG13,NRIP3,0.177
4827942,ATG13,ASCL3,0.177
4827943,ATG13,STK33,0.17600000000000002
4827944,ATG13,DKK3,0.17600000000000002
4827945,ATG13,RPL27A,0.175
4827946,ATG13,MICAL2,0.174
4827947,ATG13,SBF2,0.174
4827948,ATG13,GALNT18,0.174
4827949,ATG13,SCUBE2,0.173
4827950,ATG13,WEE1,0.171
4827951,ATG13,ZNF143,0.17
4827952,ATG13,CSNK2A3,0.17
4827953,ATG13,DENND5A,0.16699999999999998
4827954,ATG13,LYVE1,0.16699999999999998
4827955,ATG13,MRVI1,0.16699999999999998
4827956,ATG13,ARFIP2,0.166
4827957,ATG13,TRIM3,0.166
4827958,ATG13,HPX,0.166
4827959,ATG13,CAVIN3,0.166
4827960,ATG13,APBB1,0.166
4827961,ATG13,SMPD1,0.166
4827962,ATG13,CCKBR,0.166
4827963,ATG13,FAM160A2,0.166
4827964,ATG13,C11orf42,0.166
4827965,ATG13,OR52W1,0.166
4827966,ATG13,CNGA4,0.166
4827967,ATG13,CTR9,0.165
4827968,ATG13,EIF4G2,0.165
4827969,ATG13,TIMM10B,0.162
4827970,ATG13,DNHD1,0.162
4827971,ATG13,ADM,0.161
4827972,ATG13,RRP8,0.161
4827973,ATG13,MTRNR2L8,0.16
4827974,ATG13,IPO7,0.16
4827975,ATG13,OR52B2,0.159
4827976,ATG13,PLEKHA7,0.159
4827977,ATG13,RNF141,0.158
4827978,ATG13,PIK3C2A,0.157
4827979,ATG13,MICALCL,0.157
4827980,ATG13,OR56A4,0.156
4827981,ATG13,OR56A1,0.156
4827982,ATG13,OR56B4,0.156
4827983,ATG13,KCNJ11,0.155
4827984,ATG13,ABCC8,0.155
4827985,ATG13,OR52L1,0.155
4827986,ATG13,AMPD3,0.155
4827987,ATG13,NCR3LG1,0.155
4827988,ATG13,TRIM34,0.154
4827989,ATG13,OR52B6,0.154
4827990,ATG13,OR6A2,0.153
4827991,ATG13,OR2AG1,0.153
4827992,ATG13,DCHS1,0.153
4827993,ATG13,OR2AG2,0.152
4827994,ATG13,OR10A2,0.151
4827995,ATG13,OR10A5,0.151
4827996,ATG13,RIC3,0.151
4827997,ATG13,LMO1,0.151
4827998,ATG13,OR10A4,0.151
4827999,ATG13,OR2D2,0.151
4828000,ATG13,TSG101,0.151
4828001,ATG13,TRIM22,0.151
4828002,ATG13,CCR7,0.157
4828003,ATG13,TNS4,0.157
4828004,ATG13,IGFBP4,0.157
4828005,ATG13,CDC6,0.152
4828006,ATG13,RARA,0.152
4828007,ATG13,TOP2A,0.151
4828008,ATG13,GJD3,0.151
4828009,ATG13,KRT24,0.15
4828010,ATG13,KRT25,0.15
4828011,ATG13,KRT26,0.15
4828012,ATG13,KRT20,0.149
4828013,ATG13,KRT12,0.149
4828014,ATG13,SMARCE1,0.14800000000000002
4828015,ATG13,KRT222,0.14800000000000002
4828016,ATG13,KRT27,0.147
4828017,ATG13,KRT28,0.146
4828018,ATG13,TMEM99,0.146
4828019,ATG13,KRT10,0.146
4828020,ATG13,WIPF2,0.145
4828021,ATG13,HAP1,0.145
4828022,ATG13,KRTAP2-2,0.14300000000000002
4828023,ATG13,NT5C3B,0.142
4828024,ATG13,P3H4,0.142
4828025,ATG13,FKBP10,0.142
4828026,ATG13,JUP,0.142
4828027,ATG13,EIF1,0.141
4828028,ATG13,GAST,0.141
4828029,ATG13,KLHL11,0.141
4828030,ATG13,ACLY,0.141
4828031,ATG13,KLHL10,0.141
4828032,ATG13,KRTAP3-1,0.141
4828033,ATG13,KRTAP3-2,0.141
4828034,ATG13,KRTAP3-3,0.141
4828035,ATG13,KRT23,0.141
4828036,ATG13,KRT40,0.141
4828037,ATG13,NKIRAS2,0.141
4828038,ATG13,HSPB9,0.141
4828039,ATG13,DHX58,0.141
4828040,ATG13,KAT2A,0.141
4828041,ATG13,KRTAP1-1,0.14
4828042,ATG13,KRTAP4-7,0.14
4828043,ATG13,KRTAP1-3,0.14
4828044,ATG13,KRTAP1-5,0.14
4828045,ATG13,RAB5C,0.14
4828046,ATG13,KRTAP4-8,0.139
4828047,ATG13,KRTAP4-9,0.139
4828048,ATG13,KRTAP9-3,0.139
4828049,ATG13,KRTAP4-11,0.139
4828050,ATG13,KRTAP9-1,0.139
4828051,ATG13,KRTAP9-9,0.139
4828052,ATG13,KRTAP4-6,0.139
4828053,ATG13,KRTAP4-12,0.139
4828054,ATG13,KRTAP9-2,0.139
4828055,ATG13,KRTAP4-2,0.139
4828056,ATG13,KRTAP9-8,0.139
4828057,ATG13,KRTAP4-5,0.139
4828058,ATG13,KRTAP9-4,0.139
4828059,ATG13,KRTAP4-4,0.139
4828060,ATG13,KRTAP4-3,0.139
4828061,ATG13,KRT17,0.139
4828062,ATG13,KRT16,0.139
4828063,ATG13,RAPGEFL1,0.138
4828064,ATG13,MSL1,0.138
4828065,ATG13,CASC3,0.138
4828066,ATG13,FIGNL1,-0.154
4828067,ATG13,CCNDBP1,-0.151
4828068,ATG13,KRTAP19-6,-0.149
4828069,ATG13,KRTAP19-8,0.149
4828070,ATG13,ARL5B,-0.14800000000000002
4828071,ATG13,PSIP1,-0.147
4828072,ATG13,A2M,-0.146
4828073,ATG13,ISL1,-0.14300000000000002
4828074,ATG13,CXorf65,-0.14
4828075,ATG13,SYF2,0.139
4828076,ATG13,NPNT,-0.138
4828077,ATG13,ZFAND3,-0.138
4828078,ATG13,PALLD,-0.13699999999999998
4828079,ATG13,RTCA,-0.13699999999999998
4828080,ATG13,TGDS,-0.136
4828081,ATG13,SPECC1L,-0.135
4828082,ATG13,NAA15,-0.135
4828083,ATG13,OR4M1,-0.134
4828084,ATG13,RNF6,-0.134
4828085,ATG13,OTOL1,-0.133
4828086,ATG13,CLMN,-0.133
4828087,ATG13,MANBA,-0.133
4828088,ATG13,POLR3H,0.133
4828089,ATG13,ADAMTS9,-0.132
4828090,ATG13,MCM6,-0.132
4828091,ATG13,GALNT2,-0.132
4828092,ATG13,GMPR2,0.131
4828093,ATG13,SNRPD1,-0.131
4828094,ATG13,MORC1,-0.13
4828095,ATG13,ABHD10,-0.129
4828096,ATG13,ATP4B,-0.129
4828097,ATG13,LHFPL4,-0.128
4828098,ATG13,SERPINA5,-0.128
4828099,ATG13,KRT9,-0.127
4828100,ATG13,NDST3,-0.127
4828101,ATG13,ACRV1,-0.127
4828102,ATG13,ITSN1,-0.127
4828103,ATG13,UBIAD1,-0.126
4828104,ATG13,RPS18,-0.126
4828105,ATG13,RPS6KC1,-0.126
4828106,ATG13,PHF1,-0.126
4828107,ATG13,EXOC2,0.126
4828108,ATG13,SLFN12,-0.125
4828109,ATG13,KCNAB3,-0.125
4828110,ATG13,KDM3A,-0.125
4828111,ATG13,FFAR4,-0.124
4828112,ATG13,RAB11A,-0.124
4828113,ATG13,FBXO22,-0.124
4828114,ATG13,KIF2B,-0.123
4828115,ATG13,ANKRD46,0.123
4828116,ATG13,MRPS5,-0.123
4828117,ATG13,HMX2,-0.123
4828118,ATG13,SLC22A14,-0.122
4828119,ATG13,MIA2,-0.122
4828120,ATG13,PYGM,-0.122
4828121,ATG13,NOXO1,-0.122
4828122,ATG13,TMEM150A,-0.122
4828123,ATG13,BMT2,-0.121
4828124,ATG13,KCNIP4,-0.12
4828125,ATG13,GPATCH8,-0.12
4828126,ATG13,RAB6B,-0.119
4828127,ATG13,CNTN3,-0.119
4828128,ATG13,ZNF461,-0.119
4828129,ATG13,PRAMEF1,-0.119
4828130,ATG13,RAB27A,-0.119
4828131,ATG13,MTMR3,-0.118
4828132,ATG13,GLDN,-0.118
4828133,ATG13,ANKRD22,-0.118
4828134,ATG13,PRRG2,-0.118
4828135,ATG13,PPP2R2C,-0.118
4828136,ATG13,MMEL1,-0.118
4828137,ATG13,NXNL1,0.117
4828138,ATG13,LCE2A,-0.117
4828139,ATG13,PSMB11,-0.116
4828140,ATG13,FREM2,-0.116
4828141,ATG13,GRIA1,-0.116
4828142,ATG13,IL7R,-0.116
4828143,ATG13,MAP4,-0.116
4828144,ATG13,SEL1L2,-0.115
4828145,ATG13,CCDC39,-0.115
4828146,ATG13,LZTS2,-0.115
4828147,ATG13,ZNF567,-0.115
4828148,ATG13,PSMB3,-0.114
4828149,ATG13,ANO10,-0.114
4828150,ATG13,ZNF763,-0.114
4828151,ATG13,PIRT,0.114
4828152,ATG13,VPS41,-0.113
4828153,ATG13,EXPH5,-0.113
4828154,ATG13,CDH5,-0.113
4828155,ATG13,FCN2,-0.113
4828156,ATG13,CDH12,-0.113
4828157,ATG13,USP15,-0.112
4828158,ATG13,GTPBP4,-0.111
4828159,ATG13,GSTK1,0.111
4828160,ATG13,CIB3,-0.111
5421413,ATG7,ATG3,0.472
5421414,ATG7,ATG12,0.394
5421415,ATG7,ATG9A,0.338
5421416,ATG7,ATG101,0.325
5421417,ATG7,RB1CC1,0.32299999999999995
5421418,ATG7,ATG13,0.32
5421419,ATG7,ATG14,0.294
5421420,ATG7,ATG16L1,0.27
5421421,ATG7,EPHA2,0.235
5421422,ATG7,DDIT4,0.234
5421423,ATG7,ATG5,0.234
5421424,ATG7,ATG10,0.23
5421425,ATG7,ATG4B,0.222
5421426,ATG7,TSC2,0.217
5421427,ATG7,LDLRAD2,0.21
5421428,ATG7,MROH2B,-0.21
5421429,ATG7,OR4D1,0.203
5421430,ATG7,ITGB1BP2,-0.201
5421431,ATG7,TSC1,0.2
5421432,ATG7,ULK1,0.199
5421433,ATG7,WIPI2,0.198
5421434,ATG7,PIGM,-0.197
5421435,ATG7,ABHD2,0.196
5421436,ATG7,EPG5,0.193
5421437,ATG7,CUL3,0.189
5421438,ATG7,VCP,0.189
5421439,ATG7,MRPS15,0.183
5421440,ATG7,WDR45,0.182
5421441,ATG7,DOCK11,-0.18
5421442,ATG7,NME4,0.17800000000000002
5421443,ATG7,NPRL2,0.17800000000000002
5421444,ATG7,ARL1,0.177
5421445,ATG7,DHX33,-0.17600000000000002
5421446,ATG7,MN1,-0.175
5421447,ATG7,CALHM3,0.175
5421448,ATG7,BID,-0.174
5421449,ATG7,MUC17,0.174
5421450,ATG7,MYBBP1A,-0.172
5421451,ATG7,SERTAD3,0.172
5421452,ATG7,CMPK2,0.171
5421453,ATG7,TPGS2,-0.17
5421454,ATG7,CCNT2,-0.17
5421455,ATG7,FAM204A,0.17
5421456,ATG7,PSD2,0.17
5421457,ATG7,APOBEC1,-0.16899999999999998
5421458,ATG7,HAUS3,0.16899999999999998
5421459,ATG7,GSG1,0.168
5421460,ATG7,SSR2,-0.168
5421461,ATG7,NSF,0.16699999999999998
5421462,ATG7,UTS2R,0.166
5421463,ATG7,ISCU,0.166
5421464,ATG7,PRR13,0.166
5421465,ATG7,SIX5,0.166
5421466,ATG7,MORC2,-0.166
5421467,ATG7,KCNK13,-0.165
5421468,ATG7,TMEM50A,0.165
5421469,ATG7,ARCN1,0.165
5421470,ATG7,GOLGA6L6,-0.165
5421471,ATG7,ALDOB,0.165
5421472,ATG7,PLOD1,0.16399999999999998
5421473,ATG7,SLCO1A2,-0.16399999999999998
5421474,ATG7,ZNF623,0.16399999999999998
5421475,ATG7,CSRNP3,-0.163
5421476,ATG7,METTL26,0.162
5421477,ATG7,GGCT,-0.161
5421478,ATG7,TTC33,-0.161
5421479,ATG7,CD8B,0.161
5421480,ATG7,MAPKAPK3,0.161
5421481,ATG7,TNFSF9,0.161
5421482,ATG7,TNNT2,0.16
5421483,ATG7,NPC1,-0.16
5421484,ATG7,TIMM9,-0.16
5421485,ATG7,MSANTD3,0.16
5421486,ATG7,CAMK2B,-0.159
5421487,ATG7,ZNF160,0.159
5421488,ATG7,GPR39,-0.159
5421489,ATG7,ABCB6,0.159
5421490,ATG7,AMOTL2,0.159
5421491,ATG7,KANK2,0.158
5421492,ATG7,TNFRSF25,0.158
5421493,ATG7,ADH7,-0.158
5421494,ATG7,LRFN2,-0.158
5421495,ATG7,RASD2,-0.157
5421496,ATG7,DDX19A,0.157
5421497,ATG7,MAIP1,-0.157
5421498,ATG7,PPP1R14D,-0.157
5421499,ATG7,NEUROG1,0.157
5421500,ATG7,ZIC3,0.157
5421501,ATG7,AGAP1,0.156
5421502,ATG7,PIGT,-0.156
5421503,ATG7,KEAP1,0.156
5421504,ATG7,XYLT1,-0.156
5421505,ATG7,PSMA2,0.156
5421506,ATG7,EDEM1,0.156
5421507,ATG7,ZFAND1,0.156
5421508,ATG7,INTS1,0.155
5421509,ATG7,RASSF6,-0.155
5421510,ATG7,ARHGEF10,0.155
5421511,ATG7,TTI2,-0.154
5421512,ATG7,MTMR3,-0.154
5421513,ATG7,SLC29A3,0.2
5421514,ATG7,SLC15A1,0.183
5421515,ATG7,MYZAP,0.175
5421516,ATG7,MMEL1,0.174
5421517,ATG7,VGLL1,0.162
5421518,ATG7,ADGRF1,0.161
5421519,ATG7,SLC37A1,0.161
5421520,ATG7,C11orf52,0.161
5421521,ATG7,CARM1,-0.16
5421522,ATG7,TFF2,0.157
5421523,ATG7,IL18,0.157
5421524,ATG7,CST6,0.156
5421525,ATG7,PMM1,-0.154
5421526,ATG7,VSIG2,0.154
5421527,ATG7,TMEM139,0.154
5421528,ATG7,MIEF1,-0.154
5421529,ATG7,TIMM44,-0.154
5421530,ATG7,RHBDL2,0.154
5421531,ATG7,SLC1A4,-0.153
5421532,ATG7,UPK2,0.152
5421533,ATG7,SCEL,0.149
5421534,ATG7,CHKA,0.14800000000000002
5421535,ATG7,VEZT,0.146
5421536,ATG7,GDNF,-0.146
5421537,ATG7,ABCB11,0.145
5421538,ATG7,ANKRD37,-0.145
5421539,ATG7,PRICKLE4,0.145
5421540,ATG7,MALL,0.14400000000000002
5421541,ATG7,ERICH5,0.14400000000000002
5421542,ATG7,MMP28,0.14400000000000002
5421543,ATG7,B3GNT3,0.14300000000000002
5421544,ATG7,THRB,0.14300000000000002
5421545,ATG7,LIPH,0.14300000000000002
5421546,ATG7,UPK3B,0.14300000000000002
5421547,ATG7,ITGA4,-0.141
5421548,ATG7,CENPP,-0.141
5421549,ATG7,ZNF341,0.141
5421550,ATG7,FGD6,0.141
5421551,ATG7,LRP5,0.14
5421552,ATG7,COL19A1,-0.14
5421553,ATG7,EVPL,0.14
5421554,ATG7,DHRS9,0.14
5421555,ATG7,PLEKHA7,0.139
5421556,ATG7,OXNAD1,-0.139
5421557,ATG7,MYO9B,-0.138
5421558,ATG7,OGG1,-0.138
5421559,ATG7,MLLT1,-0.138
5421560,ATG7,WARS1,-0.13699999999999998
5421561,ATG7,C10orf105,0.13699999999999998
5421562,ATG7,ATP6V1B2,-0.13699999999999998
5421563,ATG7,UNC93B1,0.13699999999999998
5421564,ATG7,B3GALT5,0.13699999999999998
5421565,ATG7,MUC16,0.136
5421566,ATG7,RARRES1,0.136
5421567,ATG7,NT5C2,0.136
5421568,ATG7,IL18R1,0.136
5421569,ATG7,PLEKHA6,0.135
5421570,ATG7,PTGES,0.135
5421571,ATG7,ALS2CL,0.135
5421572,ATG7,CHMP4C,0.135
5421573,ATG7,KHSRP,-0.135
5421574,ATG7,AHRR,-0.135
5421575,ATG7,TEN1,0.135
5421576,ATG7,MYO5C,0.135
5421577,ATG7,TBC1D16,-0.134
5421578,ATG7,EHF,0.134
5421579,ATG7,SYT8,0.134
5421580,ATG7,MKRN2,-0.133
5421581,ATG7,TMEM184A,0.133
5421582,ATG7,ZC3H7B,-0.133
5421583,ATG7,OR5B21,-0.133
5421584,ATG7,RTL9,-0.133
5421585,ATG7,RPUSD3,-0.133
5421586,ATG7,TRPV6,0.133
5421587,ATG7,FMNL3,-0.133
5421588,ATG7,MAP4,-0.132
5421589,ATG7,AGR2,0.132
5421590,ATG7,ANKRD28,-0.131
5421591,ATG7,RHOF,0.131
5421592,ATG7,SNCG,0.131
5421593,ATG7,PLOD3,-0.131
5421594,ATG7,SPINT2,0.131
5421595,ATG7,THOC5,-0.131
5421596,ATG7,RGS2,0.131
5421597,ATG7,INAVA,0.131
5421598,ATG7,MUC4,0.13
5421599,ATG7,FARSB,-0.13
5421600,ATG7,SYNE3,-0.13
5421601,ATG7,BIN3,-0.13
5421602,ATG7,JUP,0.13
5421603,ATG7,ABLIM1,0.129
5421604,ATG7,ZDHHC13,0.129
5421605,ATG7,PADI1,0.129
5421606,ATG7,AGO2,-0.129
5421607,ATG7,ELF3,0.129
5421608,ATG7,ARAP2,0.129
5421609,ATG7,TECPR2,-0.128
5421610,ATG7,C19orf71,-0.128
5421611,ATG7,PLAC8,0.128
5421612,ATG7,MXD4,0.146
5421613,ATG7,ZFYVE28,0.145
5421614,ATG7,HMX1,0.145
5421615,ATG7,SH3BP1,-0.145
5421616,ATG7,TBC1D22A,-0.142
5421617,ATG7,HTRA3,0.14
5421618,ATG7,ACOX3,0.14
5421619,ATG7,TRMT44,0.14
5421620,ATG7,GPR78,0.14
5421621,ATG7,CPZ,0.14
5421622,ATG7,RAB28,0.139
5421623,ATG7,NOL12,-0.13699999999999998
5421624,ATG7,LGALS1,-0.13699999999999998
5421625,ATG7,HS3ST1,0.13699999999999998
5421626,ATG7,TRIOBP,-0.13699999999999998
5421627,ATG7,DRD5,0.13699999999999998
5421628,ATG7,SLC2A9,0.13699999999999998
5421629,ATG7,APOBEC3F,-0.135
5421630,ATG7,SH3TC1,0.135
5421631,ATG7,NKX3-2,0.135
5421632,ATG7,BOD1L1,0.135
5421633,ATG7,CBX7,-0.134
5421634,ATG7,PDXP,-0.134
5421635,ATG7,CLNK,0.134
5421636,ATG7,COMMD8,0.134
5421637,ATG7,CERK,-0.134
5421638,ATG7,ZNF518B,0.133
5421639,ATG7,ANKK1,0.132
5421640,ATG7,GABRB1,0.132
5421641,ATG7,WDR1,0.132
5421642,ATG7,SDHD,0.131
5421643,ATG7,PDGFB,-0.131
5421644,ATG7,H1-0,-0.131
5421645,ATG7,CARD10,-0.131
5421646,ATG7,ABLIM2,0.131
5421647,ATG7,DRD2,0.131
5421648,ATG7,MFNG,-0.13
5421649,ATG7,TTC12,0.13
5421650,ATG7,AFAP1,0.13
5421651,ATG7,EVC2,0.13
5421652,ATG7,GGA1,-0.13
5421653,ATG7,TNFRSF13C,-0.13
5421654,ATG7,C1QTNF7,0.13
5421655,ATG7,CENPM,-0.129
5421656,ATG7,CPEB2,0.129
5421657,ATG7,ANKRD54,-0.129
5421658,ATG7,GCAT,-0.129
5421659,ATG7,GALR3,-0.129
5421660,ATG7,SEPTIN3,-0.129
5421661,ATG7,PLS1,-0.129
5421662,ATG7,C22orf23,-0.128
5421663,ATG7,POLR2F,-0.128
5421664,ATG7,PICK1,-0.128
5421665,ATG7,CBX6,-0.128
5421666,ATG7,GRXCR1,0.128
5421667,ATG7,PARVB,-0.128
5421668,ATG7,ZDHHC2,-0.127
5421669,ATG7,LDB2,0.127
5421670,ATG7,RNF4,0.127
5421671,ATG7,EVC,0.127
5421672,ATG7,USP17L5,0.127
5421673,ATG7,USP17L28,0.127
5421674,ATG7,C1orf21,0.114
5421675,ATG7,COLGALT2,0.113
5421676,ATG7,IVNS1ABP,0.113
5421677,ATG7,NIBAN1,0.113
5421678,ATG7,HMCN1,0.112
5421679,ATG7,EDEM3,0.111
5421680,ATG7,SWT1,0.111
5421681,ATG7,TRMT1L,0.111
5421682,ATG7,RNF2,0.111
5421683,ATG7,TSEN15,0.109
5421684,ATG7,RGL1,0.106
5421685,ATG7,ARPC5,0.106
5421686,ATG7,APOBEC4,0.106
5421687,ATG7,SMG7,0.106
5421688,ATG7,NCF2,0.106
5421689,ATG7,TDRD5,0.105
5421690,ATG7,ODR4,0.105
5421691,ATG7,PDC,0.105
5421692,ATG7,OCLM,0.105
5421693,ATG7,FAM163A,0.104
5421694,ATG7,TOR1AIP1,0.104
5421695,ATG7,TOR1AIP2,0.104
5421696,ATG7,QSOX1,0.104
5421697,ATG7,CEP350,0.103
5421698,ATG7,PTGS2,0.103
5421699,ATG7,PLA2G4A,0.103
5421700,ATG7,RGS16,0.103
5421701,ATG7,TPR,0.103
5421702,ATG7,PRG4,0.103
5421703,ATG7,RNASEL,0.102
5421704,ATG7,ALG10,0.102
5421705,ATG7,ZNF648,0.101
5421706,ATG7,GLB1L2,0.101
5421707,ATG7,NPHS2,0.101
5421708,ATG7,NBPF15,0.1
5421709,ATG7,PPIAL4E,0.1
5421710,ATG7,LHX4,0.1
5421711,ATG7,ACBD6,0.1
5421712,ATG7,H2BC18,0.099
5421713,ATG7,XPR1,0.099
5421714,ATG7,TEDDM1,0.098
5421715,ATG7,GLUL,0.098
5421716,ATG7,KIFAP3,0.098
5421717,ATG7,SHCBP1L,0.098
5421718,ATG7,LAMC1,0.098
5421719,ATG7,RGS8,0.097
5421720,ATG7,NPL,0.097
5421721,ATG7,METTL11B,0.097
5421722,ATG7,MR1,0.097
5421723,ATG7,STX6,0.097
5421724,ATG7,METTL18,0.096
5421725,ATG7,SELL,0.096
5421726,ATG7,SELE,0.096
5421727,ATG7,SCYL3,0.096
5421728,ATG7,C1orf112,0.096
5421729,ATG7,ZBTB16,0.096
5421730,ATG7,KIAA1614,0.096
5421731,ATG7,RALGPS2,0.096
5421732,ATG7,LAMC2,0.095
5421733,ATG7,DHX9,0.095
5421734,ATG7,CACNA1E,0.095
5421735,ATG7,SLC19A2,0.095
5421736,ATG7,GORAB,0.095
5421737,ATG7,ANGPTL1,0.094
5421738,ATG7,GJA8,0.094
5421739,ATG7,NMNAT2,0.094
5421740,ATG7,NNMT,0.094
5421741,ATG7,RGSL1,0.094
5421742,ATG7,TIMM8B,0.093
5421743,ATG7,OR52K2,-0.14300000000000002
5421744,ATG7,ANO7,-0.142
5421745,ATG7,YPEL3,-0.138
5421746,ATG7,IFNW1,-0.136
5421747,ATG7,FIP1L1,-0.136
5421748,ATG7,ATP4B,-0.131
5421749,ATG7,GNRH2,-0.128
5421750,ATG7,RABL2B,-0.127
5421751,ATG7,NEPRO,-0.126
5421752,ATG7,ABCA8,-0.125
5421753,ATG7,IKBKE,0.122
5421754,ATG7,BOD1L2,0.122
5421755,ATG7,GLRX5,0.122
5421756,ATG7,ATOH7,-0.121
5421757,ATG7,CYB5R3,-0.121
5421758,ATG7,FSIP2,-0.118
5421759,ATG7,PHYHIP,-0.118
5421760,ATG7,RECQL5,-0.117
5421761,ATG7,RAB6A,-0.117
5421762,ATG7,SYNJ2BP,-0.116
5421763,ATG7,KIF2B,-0.116
5421764,ATG7,ACP6,-0.115
5421765,ATG7,SNTN,-0.115
5421766,ATG7,SIRPD,-0.115
5421767,ATG7,DLGAP3,-0.113
5421768,ATG7,PHYHIPL,-0.113
5421769,ATG7,GJD3,0.113
5421770,ATG7,OR10H5,0.113
5421771,ATG7,TAS2R38,-0.112
5421772,ATG7,CTSL,-0.112
5421773,ATG7,CNKSR2,-0.112
5421774,ATG7,FAT2,-0.111
5421775,ATG7,ITGB3,-0.111
5421776,ATG7,RPGR,-0.111
5421777,ATG7,SWAP70,-0.111
5421778,ATG7,OR5B2,0.111
5421779,ATG7,PPP1R27,0.111
5421780,ATG7,C19orf73,0.11
5421781,ATG7,VPS13A,-0.11
5421782,ATG7,B3GNT8,-0.109
5421783,ATG7,TFDP3,-0.109
5421784,ATG7,RPS6KA3,-0.109
5421785,ATG7,SLC35D1,-0.109
5421786,ATG7,ZNF839,-0.108
5421787,ATG7,POLR2H,0.108
5421788,ATG7,MRPL34,-0.108
5421789,ATG7,SIGLEC5,-0.108
5421790,ATG7,FADS3,-0.108
5421791,ATG7,PTPRR,-0.108
5421792,ATG7,PRELID3A,0.107
5421793,ATG7,ENGASE,0.107
5421794,ATG7,C5orf22,-0.107
5421795,ATG7,IL27,0.107
5421796,ATG7,CD1A,0.107
5421797,ATG7,TPSAB1,-0.107
5421798,ATG7,COA4,0.106
5421799,ATG7,ADAM18,-0.106
5421800,ATG7,RFX6,-0.106
5421801,ATG7,MATN1,-0.106
5421802,ATG7,CCDC85C,-0.105
5421803,ATG7,KRAS,0.105
5421804,ATG7,MAP7D2,-0.105
5421805,ATG7,CYP4X1,0.105
5421806,ATG7,ZFP42,-0.105
5421807,ATG7,ATP6AP1L,0.105
5421808,ATG7,FAM222B,-0.105
5421809,ATG7,MAN2A2,-0.104
5421810,ATG7,NPEPL1,0.104
5421811,ATG7,SYTL5,-0.104
5421812,ATG7,PTX4,-0.104
5421813,ATG7,CASS4,0.104
5421814,ATG7,OR4K14,-0.104
5421815,ATG7,P4HA3,-0.104
5421816,ATG7,BCL3,-0.104
5421817,ATG7,NDE1,0.103
5421818,ATG7,EFCAB11,0.103
5421819,ATG7,PPIL6,-0.103
5421820,ATG7,MOGAT3,-0.103
5421821,ATG7,GNA12,0.102
5421822,ATG7,AKAP14,-0.101
5421823,ATG7,PACS2,0.101
5421824,ATG7,SLCO4A1,-0.101
5421825,ATG7,PHF1,-0.101
5421826,ATG7,EGLN1,0.101
5421827,ATG7,OAS1,-0.1
5421828,ATG7,KIF5B,0.098
5421829,ATG7,SEL1L2,-0.098
5421830,ATG7,ACP2,-0.097
5421831,ATG7,CD300LG,0.096
6069452,ATG4B,TRAF3IP1,0.267
6069453,ATG4B,CAPN10,0.257
6069454,ATG4B,PDK1,0.254
6069455,ATG4B,MAGEA9,0.251
6069456,ATG4B,SNED1,0.244
6069457,ATG4B,HSFX1,0.241
6069458,ATG4B,SCRT1,0.232
6069459,ATG4B,ZNF695,0.231
6069460,ATG4B,ADPRHL1,0.23
6069461,ATG4B,CNOT6,0.226
6069462,ATG4B,USP40,0.223
6069463,ATG4B,CTAGE1,0.223
6069464,ATG4B,ATG7,0.222
6069465,ATG4B,OTOS,0.221
6069466,ATG4B,OR2L5,0.221
6069467,ATG4B,DCUN1D2,0.221
6069468,ATG4B,CTAGE9,0.218
6069469,ATG4B,STK25,0.218
6069470,ATG4B,CLCN7,0.217
6069471,ATG4B,CLK4,0.217
6069472,ATG4B,ESPNL,0.217
6069473,ATG4B,ATG10,0.217
6069474,ATG4B,GAL3ST2,0.215
6069475,ATG4B,TMEM255B,0.214
6069476,ATG4B,UBN2,0.214
6069477,ATG4B,OR2T33,0.211
6069478,ATG4B,ARMT1,0.21
6069479,ATG4B,OR4D5,0.208
6069480,ATG4B,PRLH,0.208
6069481,ATG4B,OR6B3,0.208
6069482,ATG4B,RAB17,0.207
6069483,ATG4B,ITM2C,0.206
6069484,ATG4B,BOK,0.205
6069485,ATG4B,KIF1A,0.205
6069486,ATG4B,SLC16A5,0.205
6069487,ATG4B,CYHR1,0.205
6069488,ATG4B,GRM7,0.204
6069489,ATG4B,IRS2,0.203
6069490,ATG4B,ARL4C,0.203
6069491,ATG4B,PTPN23,-0.203
6069492,ATG4B,RABGGTB,0.202
6069493,ATG4B,ECD,0.202
6069494,ATG4B,AURKB,0.202
6069495,ATG4B,RGMA,0.202
6069496,ATG4B,MAGEA4,0.202
6069497,ATG4B,NGEF,0.201
6069498,ATG4B,MAGEC1,0.201
6069499,ATG4B,MYT1,0.201
6069500,ATG4B,RARRES2,0.201
6069501,ATG4B,ANKMY1,0.201
6069502,ATG4B,IFT140,0.2
6069503,ATG4B,EPHA5,0.2
6069504,ATG4B,BLCAP,0.199
6069505,ATG4B,RBM22,0.198
6069506,ATG4B,PLG,0.198
6069507,ATG4B,SPATA19,0.198
6069508,ATG4B,HOXD11,0.197
6069509,ATG4B,WSB2,0.196
