,Gene,Compound,Correlation
10221,PCIF1,NIT2,-0.132
10222,PCIF1,TBC1D23,-0.132
10223,PCIF1,ALCAM,-0.131
10224,PCIF1,PLEKHS1,-0.131
10225,PCIF1,RPL24,-0.13
10226,PCIF1,PCNP,-0.13
10227,PCIF1,TRMT10C,-0.13
10228,PCIF1,ZBTB11,-0.13
10231,PCIF1,TFG,-0.13
10232,PCIF1,DCLRE1A,-0.13
10233,PCIF1,NHLRC2,-0.13
10234,PCIF1,SENP7,-0.13
10235,PCIF1,CEP97,-0.13
10237,PCIF1,CASP7,-0.13
10239,PCIF1,ADRB1,-0.129
10241,PCIF1,SPATA19,-0.129
10243,PCIF1,IGSF9B,-0.129
10246,PCIF1,GLB1L3,-0.128
10249,PCIF1,NFKBIZ,-0.128
10250,PCIF1,FILIP1L,-0.127
10251,PCIF1,CMSS1,-0.127
10255,PCIF1,NCAPD3,-0.125
10256,PCIF1,PRDM10,-0.125
10257,PCIF1,COL8A1,-0.125
10258,PCIF1,JAM3,-0.124
10260,PCIF1,THYN1,-0.124
10261,PCIF1,ACAD8,-0.124
10262,PCIF1,VPS26B,-0.124
10263,PCIF1,NFRKB,-0.12300000000000001
10264,PCIF1,PROS1,-0.122
10266,PCIF1,NTM,-0.122
10267,PCIF1,APLP2,-0.121
10270,PCIF1,GLB1L2,-0.12
10271,PCIF1,CCDC54,-0.12
10273,PCIF1,DCBLD2,-0.12
10274,PCIF1,FGFR2,-0.12
10276,PCIF1,OR5K4,-0.12
10277,PCIF1,OR5H2,-0.12
10278,PCIF1,TMEM45B,-0.12
10279,PCIF1,CRISP1,0.12
10280,PCIF1,OR5H14,-0.11900000000000001
10281,PCIF1,OR5H15,-0.11900000000000001
10282,PCIF1,OR5H1,-0.11900000000000001
10284,PCIF1,DEFB114,0.11900000000000001
10285,PCIF1,DEFB113,0.11900000000000001
10286,PCIF1,DEFB110,0.11900000000000001
10287,PCIF1,KHDRBS2,0.11800000000000001
10289,PCIF1,UNC5D,0.157
10291,PCIF1,RNF122,0.146
10292,PCIF1,SAMSN1,0.146
10293,PCIF1,NRIP1,0.14400000000000002
10294,PCIF1,DUSP26,0.141
10295,PCIF1,FUT10,0.14
10296,PCIF1,USP25,0.14
10297,PCIF1,HSPA13,0.139
10298,PCIF1,MAK16,0.138
10299,PCIF1,TTI2,0.138
10300,PCIF1,TARM1,0.13699999999999998
10301,PCIF1,OSCAR,0.13699999999999998
10302,PCIF1,NDUFA3,0.13699999999999998
10303,PCIF1,CACNG6,0.13699999999999998
10306,PCIF1,KCNU1,0.135
10307,PCIF1,CACNG7,0.135
10317,PCIF1,VSTM1,0.135
10318,PCIF1,CACNG8,0.134
10325,PCIF1,TSEN34,0.134
10326,PCIF1,LENG1,0.134
10327,PCIF1,MBOAT7,0.134
10329,PCIF1,RPS9,0.134
10330,PCIF1,CNOT3,0.134
10331,PCIF1,TMC4,0.134
10334,PCIF1,TFPT,0.133
10335,PCIF1,PRPF31,0.133
10357,PCIF1,NLRP12,0.133
10359,PCIF1,ADGRA2,0.132
10360,PCIF1,RAB11FIP1,0.131
10361,PCIF1,BRF2,0.131
10362,PCIF1,SEH1L,0.131
10363,PCIF1,PTPN2,0.131
10364,PCIF1,CEP192,0.131
10369,PCIF1,MYADM,0.131
10370,PCIF1,PRKCG,0.131
10371,PCIF1,CEP76,0.131
10372,PCIF1,PSMG2,0.131
10374,PCIF1,SPIRE1,0.131
10375,PCIF1,PRELID3A,0.131
10376,PCIF1,LIPI,0.13
10377,PCIF1,RBM11,0.13
10381,PCIF1,TPTE,0.13
10387,PCIF1,LDLRAD4,0.13
10388,PCIF1,CITED4,-0.16
10389,PCIF1,COX8C,0.156
10390,PCIF1,RCOR1,-0.145
10391,PCIF1,SLC51A,-0.14300000000000002
10392,PCIF1,DNMT3A,0.138
10393,PCIF1,STK24,-0.138
10394,PCIF1,SLC25A45,0.13699999999999998
10395,PCIF1,CYBC1,-0.134
10396,PCIF1,SCML1,0.134
10397,PCIF1,S100A6,-0.133
10398,PCIF1,TREX1,-0.131
10399,PCIF1,ITGBL1,0.13
10400,PCIF1,BTG3,0.129
10401,PCIF1,MAP2K2,0.128
10402,PCIF1,DDX49,0.128
10403,PCIF1,BMP6,0.127
10404,PCIF1,WDR18,0.127
10405,PCIF1,BRMS1L,-0.125
10406,PCIF1,DCAF10,0.125
10407,PCIF1,PVALB,0.125
10408,PCIF1,FGF3,-0.124
10409,PCIF1,CES3,-0.124
10410,PCIF1,CSN1S1,-0.122
10411,PCIF1,PLIN2,-0.122
10412,PCIF1,TSLP,0.121
10413,PCIF1,PIWIL1,-0.121
10414,PCIF1,C18orf63,0.121
10415,PCIF1,TNFAIP3,0.12
10416,PCIF1,WDR43,0.11900000000000001
10417,PCIF1,MFSD2A,-0.11900000000000001
10418,PCIF1,ST6GAL1,0.11900000000000001
10419,PCIF1,DYNC1LI1,0.11800000000000001
10420,PCIF1,CHORDC1,-0.11699999999999999
10421,PCIF1,SNCAIP,0.11599999999999999
10422,PCIF1,OXT,0.11599999999999999
10423,PCIF1,ABCA9,0.11599999999999999
10424,PCIF1,MICOS13,-0.11599999999999999
10425,PCIF1,BTC,-0.115
10426,PCIF1,USB1,0.115
10427,PCIF1,CAMTA1,0.115
10428,PCIF1,GLT8D1,-0.115
10429,PCIF1,NAA40,-0.115
10430,PCIF1,APBA3,-0.115
10431,PCIF1,RD3,-0.115
10432,PCIF1,CABYR,-0.114
10433,PCIF1,ZSWIM6,-0.114
10434,PCIF1,HMGB1,-0.113
10435,PCIF1,HPCAL4,0.113
10436,PCIF1,NEDD8,0.11199999999999999
10437,PCIF1,MAML2,0.11199999999999999
10438,PCIF1,PEX14,0.11199999999999999
10439,PCIF1,CEACAM1,0.11199999999999999
10440,PCIF1,WDR31,-0.111
10441,PCIF1,SERPINB7,0.111
10442,PCIF1,KLK5,-0.111
10443,PCIF1,SDF2,0.111
10444,PCIF1,BGLAP,-0.11
10445,PCIF1,HBQ1,-0.11
10446,PCIF1,TCEAL8,-0.11
10447,PCIF1,CCL4,-0.11
10448,PCIF1,CIAO2B,-0.11
10449,PCIF1,FHL5,0.11
10450,PCIF1,WNT7A,0.11
10451,PCIF1,TDRD3,-0.109
10452,PCIF1,CD164L2,-0.109
10453,PCIF1,SLC30A8,0.10800000000000001
10454,PCIF1,RBP2,0.107
10455,PCIF1,GIPC1,0.107
10456,PCIF1,SSH3,0.107
10457,PCIF1,FAM126B,0.107
10458,PCIF1,NUDT19,0.107
10460,PCIF1,RUBCNL,0.106
