,Gene,Compound,Correlation
6343,NXPH3,GNA15,-0.131
6344,NXPH3,SOX7,-0.131
6345,NXPH3,RHEB,0.13
6346,NXPH3,GBGT1,-0.127
6347,NXPH3,SAMSN1,-0.127
6348,NXPH3,GPR141,-0.127
6349,NXPH3,CRYAB,0.126
6350,NXPH3,UBTD2,0.126
6351,NXPH3,C1orf198,0.126
6352,NXPH3,MED7,0.126
6353,NXPH3,COPS8,0.125
6354,NXPH3,GCLC,-0.124
6355,NXPH3,HMGN3,0.124
6356,NXPH3,NMB,-0.124
6357,NXPH3,NRN1L,-0.12300000000000001
6358,NXPH3,CARD9,-0.12300000000000001
6359,NXPH3,UQCR11,0.122
6360,NXPH3,LAMTOR2,0.122
6361,NXPH3,CA14,0.122
6362,NXPH3,WAPL,-0.121
6363,NXPH3,MLKL,-0.121
6364,NXPH3,GRK2,-0.121
6365,NXPH3,OST4,0.121
6366,NXPH3,PRSS21,-0.121
6367,NXPH3,LRRK1,-0.12
6368,NXPH3,CYP2S1,-0.12
6369,NXPH3,ABRAXAS2,-0.12
6370,NXPH3,CMC4,0.12
6371,NXPH3,DBI,0.12
6372,NXPH3,CDK5,0.12
6373,NXPH3,FAM241A,-0.11900000000000001
6374,NXPH3,FYB1,-0.11900000000000001
6375,NXPH3,NUAK2,0.11900000000000001
6376,NXPH3,KYNU,-0.11900000000000001
6377,NXPH3,RICTOR,-0.11800000000000001
6378,NXPH3,SEMA5A,0.11800000000000001
6379,NXPH3,PDZD11,0.11800000000000001
6380,NXPH3,GAL,-0.11800000000000001
6381,NXPH3,UBXN1,-0.11800000000000001
6382,NXPH3,SMIM4,0.11800000000000001
6383,NXPH3,C2orf76,0.11800000000000001
6384,NXPH3,EXOC6,-0.11800000000000001
6385,NXPH3,CNN3,0.11800000000000001
6386,NXPH3,CAMTA1,0.11800000000000001
6387,NXPH3,NDUFA5,0.11800000000000001
6388,NXPH3,BCAT1,-0.11800000000000001
6389,NXPH3,EIF3A,-0.11699999999999999
6390,NXPH3,ERGIC1,0.11699999999999999
6391,NXPH3,CNTRL,-0.11699999999999999
6392,NXPH3,ATP6V1F,0.11599999999999999
6393,NXPH3,MMS19,-0.11599999999999999
6394,NXPH3,SLC25A37,-0.11599999999999999
6395,NXPH3,PRSS57,-0.11599999999999999
6396,NXPH3,COX7B,0.11599999999999999
6397,NXPH3,UBE2U,0.115
6398,NXPH3,HINT1,0.115
6399,NXPH3,RGMB,0.115
6400,NXPH3,FARP1,0.114
6401,NXPH3,RPL26L1,0.114
6402,NXPH3,NXF3,-0.114
6403,NXPH3,ZNF608,0.113
6404,NXPH3,ARHGEF1,-0.113
6405,NXPH3,SLC37A2,-0.113
6406,NXPH3,MSS51,-0.113
6407,NXPH3,TMEM72,-0.113
6408,NXPH3,ARF5,0.11199999999999999
6409,NXPH3,HCLS1,-0.11199999999999999
6410,NXPH3,ZNF69,0.11199999999999999
6411,NXPH3,BEND4,-0.11199999999999999
6412,NXPH3,RGS3,0.11199999999999999
6413,NXPH3,CCDC69,-0.11199999999999999
6414,NXPH3,LRRN2,-0.11199999999999999
6415,NXPH3,ZNF682,0.11199999999999999
6416,NXPH3,CCDC169,-0.111
6417,NXPH3,EDA2R,0.111
6418,NXPH3,TUT1,-0.111
6419,NXPH3,HVCN1,-0.111
6420,NXPH3,CUTC,-0.111
6421,NXPH3,CSTA,-0.111
6422,NXPH3,SLC13A1,0.111
6423,NXPH3,PRLH,-0.11
6424,NXPH3,AKAP13,-0.11
6425,NXPH3,FOXS1,0.11
6426,NXPH3,OSCP1,0.11
6427,NXPH3,ZNF354A,0.11
6428,NXPH3,TRIM8,-0.142
6429,NXPH3,GPAM,-0.139
6430,NXPH3,DYDC2,-0.13699999999999998
6431,NXPH3,MAT1A,-0.13699999999999998
6432,NXPH3,DYDC1,-0.136
6433,NXPH3,WBP1L,-0.136
6434,NXPH3,SFXN2,-0.136
6435,NXPH3,ARL3,-0.135
6436,NXPH3,TECTB,-0.135
6437,NXPH3,MIR6715B,-0.135
6440,NXPH3,ACSL5,-0.135
6441,NXPH3,HTRA1,-0.134
6442,NXPH3,CALD1,0.134
6443,NXPH3,ALDH18A1,-0.133
6444,NXPH3,BPGM,0.133
6445,NXPH3,ZDHHC6,-0.133
6446,NXPH3,EXOC4,0.132
6447,NXPH3,AGBL3,0.132
6448,NXPH3,CYP2C8,-0.132
6449,NXPH3,PLXNA4,0.132
6452,NXPH3,CCDC186,-0.131
6454,NXPH3,CYREN,0.131
6455,NXPH3,TMEM140,0.131
6456,NXPH3,WDR91,0.131
6458,NXPH3,CYP2C18,-0.131
6459,NXPH3,VTI1A,-0.13
6461,NXPH3,PLAC9,-0.13
6462,NXPH3,ANXA11,-0.13
6463,NXPH3,TMEM254,-0.13
6464,NXPH3,STN1,-0.13
6465,NXPH3,BMPR1A,-0.13
6467,NXPH3,BTBD16,-0.13
6468,NXPH3,STRA8,0.13
6471,NXPH3,NUTM2B,-0.13
6473,NXPH3,TCTN3,-0.13
6475,NXPH3,ENTPD1,-0.13
6478,NXPH3,SFTPD,-0.129
6479,NXPH3,PLEKHA1,-0.129
6480,NXPH3,ARMS2,-0.129
6482,NXPH3,SH3PXD2A,-0.129
6485,NXPH3,C10orf120,-0.129
6486,NXPH3,CHCHD3,0.129
6487,NXPH3,CNOT4,0.129
6488,NXPH3,SLC35B4,0.128
6489,NXPH3,STMP1,0.128
6490,NXPH3,SLC13A4,0.128
6491,NXPH3,NUP205,0.128
6494,NXPH3,SORBS1,-0.127
6496,NXPH3,ABLIM1,-0.127
6497,NXPH3,AFAP1L2,-0.127
6498,NXPH3,SFTPA2,-0.127
6499,NXPH3,SFXN4,-0.126
6500,NXPH3,PRDX3,-0.126
6501,NXPH3,LRGUK,0.126
6502,NXPH3,AKR1B1,0.126
6503,NXPH3,PLCE1,-0.126
6504,NXPH3,FAM25A,-0.126
6508,NXPH3,DUSP5,-0.125
6510,NXPH3,VAX1,-0.125
6511,NXPH3,TIAL1,-0.125
6512,NXPH3,RGS10,-0.125
6513,NXPH3,ACSM6,-0.125
6514,NXPH3,LGI1,-0.125
6515,NXPH3,CC2D2B,-0.125
6516,NXPH3,SMC3,-0.125
6517,NXPH3,ADK,-0.124
6518,NXPH3,GOLGA6B,-0.114
6519,NXPH3,LUZP6,0.09699999999999999
6520,NXPH3,MTPN,0.09699999999999999
6521,NXPH3,AHCYL2,0.096
6522,NXPH3,TSPAN33,0.096
6523,NXPH3,STRIP2,0.096
6524,NXPH3,SMO,0.096
6525,NXPH3,PODXL,0.096
6526,NXPH3,RAB19,0.096
6527,NXPH3,MKRN1,0.096
6528,NXPH3,DENND2A,0.095
6529,NXPH3,FAM180A,0.095
6530,NXPH3,ADCK2,0.094
6531,NXPH3,BRAF,0.094
6533,NXPH3,TBXAS1,0.094
6535,NXPH3,CLEC2L,0.09300000000000001
6536,NXPH3,TNPO3,0.09300000000000001
6538,NXPH3,UBN2,0.09300000000000001
6539,NXPH3,KDM7A,0.092
6541,NXPH3,LUC7L2,0.092
6542,NXPH3,KLRG2,0.092
6543,NXPH3,FMC1,0.092
6545,NXPH3,AKR1B10,0.091
6546,NXPH3,AKR1B15,0.091
6547,NXPH3,CHRM2,0.091
6551,NXPH3,CCDC136,0.091
6552,NXPH3,OPN1SW,0.091
6553,NXPH3,FLNC,0.091
6554,NXPH3,PTN,0.09
6555,NXPH3,PARP12,0.09
6557,NXPH3,CPA1,0.09
6559,NXPH3,MEST,0.09
6561,NXPH3,CEP41,0.09
6562,NXPH3,CPA5,0.08900000000000001
6563,NXPH3,CPA4,0.08900000000000001
6564,NXPH3,CPA2,0.08900000000000001
6565,NXPH3,SSMEM1,0.08900000000000001
6568,NXPH3,TRIM24,0.08800000000000001
6569,NXPH3,TTC26,0.087
6570,NXPH3,CREB3L2,0.087
6571,NXPH3,CALU,0.087
6572,NXPH3,IRF5,0.087
6573,NXPH3,AKR1D1,0.087
6576,NXPH3,KIAA1549,0.087
6577,NXPH3,ATP6V0A4,0.087
6578,NXPH3,TMEM213,0.087
6579,NXPH3,SVOPL,0.087
6580,NXPH3,SMKR1,0.086
6581,NXPH3,ZC3HAV1,0.086
6582,NXPH3,ZC3HAV1L,0.086
6583,NXPH3,TMEM65,-0.085
6584,NXPH3,MRPS33,0.085
6585,NXPH3,FAM71F1,0.085
6587,NXPH3,FAM71F2,0.085
6590,NXPH3,EPC1,-0.084
6591,NXPH3,ITGB1,-0.084
6592,NXPH3,MKLN1,0.084
6593,NXPH3,DGKI,0.084
6594,NXPH3,PTMA,-0.151
6595,NXPH3,CHCHD2,0.132
6596,NXPH3,IL32,0.127
6597,NXPH3,KLRC3,-0.126
6598,NXPH3,HOXB8,0.125
6599,NXPH3,VPS50,0.125
6600,NXPH3,SIK2,0.122
6601,NXPH3,GNAT1,0.122
6602,NXPH3,CRAMP1,0.121
6603,NXPH3,UBE3B,0.11900000000000001
6604,NXPH3,NFS1,-0.11900000000000001
6605,NXPH3,TMEM79,0.11800000000000001
6606,NXPH3,MRPL12,-0.11800000000000001
6607,NXPH3,POMT2,-0.11699999999999999
6608,NXPH3,APOA4,0.11599999999999999
6609,NXPH3,WHAMM,0.115
6610,NXPH3,CAVIN4,0.115
6611,NXPH3,KRT3,-0.114
6612,NXPH3,CPT1B,0.114
6614,NXPH3,CNTNAP5,0.113
6615,NXPH3,ADCYAP1,0.113
6616,NXPH3,PRRC2A,0.113
6617,NXPH3,GCHFR,-0.113
6618,NXPH3,OPN3,-0.11199999999999999
6619,NXPH3,GAP43,0.11199999999999999
6620,NXPH3,RASAL2,0.11199999999999999
6621,NXPH3,RAMAC,-0.111
6622,NXPH3,CALY,-0.111
6623,NXPH3,RAB27A,-0.11
6624,NXPH3,ANXA7,-0.11
6625,NXPH3,IFIH1,0.109
6626,NXPH3,GAA,0.109
6627,NXPH3,KRTAP19-8,-0.109
6628,NXPH3,VDR,0.109
6629,NXPH3,PHPT1,0.109
6630,NXPH3,BUD23,0.10800000000000001
6631,NXPH3,PTPRN,0.10800000000000001
6632,NXPH3,MOB1B,0.10800000000000001
6633,NXPH3,SYT16,0.107
6634,NXPH3,RBM27,0.107
6635,NXPH3,TAC4,-0.107
6637,NXPH3,TMEM134,-0.106
6638,NXPH3,AP1G2,0.106
6639,NXPH3,ARHGAP36,0.106
6640,NXPH3,MRPL39,0.106
6641,NXPH3,CHRAC1,-0.106
6642,NXPH3,PRDM1,0.105
6643,NXPH3,PTPN11,-0.105
6644,NXPH3,NAA16,0.105
6645,NXPH3,SHPRH,0.105
6646,NXPH3,ZNF430,0.105
6647,NXPH3,NRROS,0.105
6648,NXPH3,GPBP1,0.105
6649,NXPH3,MYO1H,0.105
6650,NXPH3,IL15RA,0.105
6651,NXPH3,ST3GAL2,0.10400000000000001
6652,NXPH3,EXOSC9,0.10400000000000001
6653,NXPH3,EWSR1,0.10300000000000001
6654,NXPH3,GDF3,0.10300000000000001
6655,NXPH3,EPHA8,-0.102
6656,NXPH3,SPP2,0.102
6657,NXPH3,PFAS,0.102
6658,NXPH3,SIX3,0.10099999999999999
6659,NXPH3,TNRC18,0.10099999999999999
6660,NXPH3,MAST2,0.10099999999999999
6661,NXPH3,PPP1R14B,0.10099999999999999
6662,NXPH3,ATXN3L,-0.10099999999999999
6663,NXPH3,SDSL,0.10099999999999999
6664,NXPH3,TCOF1,0.10099999999999999
6665,NXPH3,FATE1,-0.10099999999999999
6666,NXPH3,ALKBH6,-0.10099999999999999
6667,NXPH3,IRF6,0.1
6668,NXPH3,NECTIN2,0.1
6669,NXPH3,IL1RAP,0.1
6670,NXPH3,ZMYND10,0.1
6671,NXPH3,LYG2,0.1
6672,NXPH3,DUOXA2,0.1
6673,NXPH3,FITM2,0.1
6674,NXPH3,KPNA7,-0.1
6675,NXPH3,CRK,0.1
6676,NXPH3,ZNF827,0.1
6677,NXPH3,OR4K5,0.1
6678,NXPH3,PRR14L,0.099
6679,NXPH3,MFAP3,0.099
6680,NXPH3,MTAP,-0.099
6681,NXPH3,RASAL1,0.099
6682,NXPH3,KDM5A,0.099
6683,NXPH3,PAOX,0.099
6684,NXPH3,ZNF138,0.099
6685,NXPH3,TCTEX1D1,-0.098
6686,NXPH3,NYAP2,-0.098
6687,NXPH3,ADRB2,-0.098
6688,NXPH3,DACH2,0.098
6689,NXPH3,ZNF30,0.098
6690,NXPH3,OR13C9,0.098
6691,NXPH3,PABPC3,0.096
6692,TRADD,SLC12A4,0.263
6693,TRADD,C16orf86,0.233
6694,TRADD,AGRP,0.222
6695,TRADD,CARMIL2,0.221
6696,TRADD,KIAA0895L,0.21600000000000005
6697,TRADD,MT1X,0.21100000000000002
6698,TRADD,CDH5,0.209
6699,TRADD,COQ9,0.209
6700,TRADD,B3GNT9,0.20199999999999999
6701,TRADD,PMFBP1,0.201
6702,TRADD,NTHL1,0.201
6703,TRADD,MMP15,0.2
6704,TRADD,FLRT1,0.19899999999999998
6705,TRADD,LRRC36,0.19899999999999998
6706,TRADD,NOL3,0.19699999999999998
6707,TRADD,LDHD,0.196
6708,TRADD,GABBR2,0.193
6709,TRADD,CHST5,0.191
6710,TRADD,DRC7,0.19
6711,TRADD,GPR137,0.19
6712,TRADD,IKBKG,0.18899999999999997
6713,TRADD,EXOC3L1,0.188
6714,TRADD,BBS2,0.18600000000000005
6715,TRADD,HSF4,0.184
6716,TRADD,APRT,0.17800000000000002
6717,TRADD,NUDT7,0.17800000000000002
6718,TRADD,MT1F,0.177
6719,TRADD,DPEP2,0.177
6720,TRADD,HSD11B2,0.177
6721,TRADD,NCOA5,0.174
6722,TRADD,RNF31,0.172
6723,TRADD,SPHK1,0.172
6724,TRADD,LIME1,0.171
6725,TRADD,MT2A,0.171
6726,TRADD,ZFHX3,0.17
6727,TRADD,FBXL8,0.168
6728,TRADD,CARD11,-0.16699999999999998
6729,TRADD,SAMD11,0.166
6730,TRADD,TAB2,0.165
6731,TRADD,IQSEC1,0.165
6732,TRADD,DUS2,0.165
6733,TRADD,C16orf74,0.165
6734,TRADD,NOD2,0.165
6735,TRADD,LMOD2,0.16399999999999998
6736,TRADD,CETP,0.16399999999999998
6737,TRADD,RAG1,0.163
6738,TRADD,REV1,-0.163
6739,TRADD,ADAD2,0.163
6740,TRADD,SOWAHD,0.162
6741,TRADD,BEAN1,0.161
6742,TRADD,TMEM199,-0.161
6743,TRADD,KCNN2,-0.161
6744,TRADD,LRRC29,0.16
6745,TRADD,NKD1,0.16
6746,TRADD,GPR55,-0.16
6747,TRADD,CX3CL1,0.159
6748,TRADD,PARD6A,0.159
6749,TRADD,CSNK2A2,0.159
6750,TRADD,KLHL36,0.159
6751,TRADD,ADAM29,-0.158
6752,TRADD,ADCK1,0.158
6753,TRADD,MEOX2,-0.157
6754,TRADD,OOSP2,0.156
6755,TRADD,NMT1,-0.156
6756,TRADD,ARHGEF15,0.156
6757,TRADD,MAIP1,-0.156
6758,TRADD,ZNF213,0.156
6759,TRADD,MTMR14,0.156
6760,TRADD,CCDC113,0.156
6761,TRADD,ACOT13,0.156
6762,TRADD,FAM107B,0.156
6763,TRADD,VMO1,0.155
6764,TRADD,SYT9,-0.154
6765,TRADD,CROT,0.154
6766,TRADD,KCTD19,0.154
6767,TRADD,ADCY9,0.154
6768,TRADD,MT1G,0.153
6769,TRADD,MPP3,-0.152
6770,TRADD,MT1A,0.152
6771,TRADD,AIMP2,-0.152
6772,TRADD,NKIRAS2,-0.152
6773,TRADD,CTRL,0.151
6774,TRADD,CMTM4,0.151
6775,TRADD,CCDC71L,0.151
6776,TRADD,BCO1,0.151
6777,TRADD,FGF19,0.151
6778,TRADD,ST7,0.15
6779,TRADD,PLGLB2,-0.15
6780,TRADD,ADAMTS18,0.15
6781,TRADD,RELA,0.15
6782,TRADD,E2F4,0.15
6783,TRADD,C16orf78,0.15
6784,TRADD,TMC6,0.15
6785,TRADD,PLG,-0.15
6786,TRADD,ZFP1,0.15
6787,TRADD,H3C3,0.149
6788,TRADD,SYNGR2,0.149
6789,TRADD,VANGL1,-0.149
6790,TRADD,ZDHHC1,0.149
6791,TRADD,TTC30A,-0.149
6792,TRADD,TBX21,-0.284
6793,TRADD,KLRF2,-0.201
6794,TRADD,CFAP97D2,-0.198
6795,TRADD,LCN6,-0.19699999999999998
6796,TRADD,GPR171,-0.19
6797,TRADD,GPR25,-0.17300000000000001
6798,TRADD,GZMH,-0.168
6799,TRADD,CD2,-0.158
6800,TRADD,CXCL9,-0.156
6801,TRADD,SH2D1A,-0.155
6802,TRADD,ZAP70,-0.153
6803,TRADD,DNTT,-0.151
6804,TRADD,SPATA3,-0.149
6805,TRADD,THEMIS,-0.147
6806,TRADD,CNPY1,-0.146
6807,TRADD,KCNA5,-0.141
6808,TRADD,GZMK,-0.13699999999999998
6809,TRADD,NR6A1,0.136
6810,TRADD,HMHB1,-0.134
6811,TRADD,GLP1R,-0.134
6812,TRADD,GPR174,-0.132
6813,TRADD,LCN8,-0.13
6814,TRADD,PRR9,0.129
6815,TRADD,KRT72,-0.128
6816,TRADD,KRTAP29-1,-0.128
6817,TRADD,UGGT2,0.127
6818,TRADD,BAZ2B,0.127
6819,TRADD,LCN10,-0.127
6820,TRADD,TSKS,0.127
6821,TRADD,TYROBP,0.127
6822,TRADD,FSCN3,-0.125
6823,TRADD,DHX57,0.125
6824,TRADD,GIMAP7,-0.124
6825,TRADD,CSF3R,0.124
6826,TRADD,CLCN5,0.12300000000000001
6827,TRADD,SLC11A2,0.12300000000000001
6828,TRADD,VPREB1,-0.12300000000000001
6829,TRADD,PSEN2,0.122
6830,TRADD,RBM19,0.122
6831,TRADD,CDK10,0.122
6832,TRADD,CLEC6A,0.121
6833,TRADD,TARBP2,0.121
6834,TRADD,PSME1,-0.12
6835,TRADD,KIR3DL2,-0.12
6837,TRADD,SIT1,-0.11900000000000001
6838,TRADD,KRT73,-0.11900000000000001
6839,TRADD,CD36,0.11800000000000001
6840,TRADD,STARD6,-0.11699999999999999
6841,TRADD,ZFR,0.11699999999999999
6842,TRADD,NLGN4X,0.11699999999999999
6843,TRADD,MYH13,-0.11599999999999999
6844,TRADD,SYCP2L,0.11599999999999999
6845,TRADD,RWDD4,-0.11599999999999999
6846,TRADD,OR4D1,0.11599999999999999
6847,TRADD,H4C6,-0.11599999999999999
6848,TRADD,TFCP2,0.11599999999999999
6849,TRADD,CMTM2,-0.115
6850,TRADD,SNX30,0.115
6851,TRADD,IGF2BP1,0.115
6852,TRADD,GABRG1,0.115
6853,TRADD,H1-0,0.115
6854,TRADD,LBX2,0.114
6855,TRADD,CKLF,-0.114
6856,TRADD,OLIG2,0.114
6857,TRADD,NCR1,-0.114
6858,TRADD,NDFIP2,0.114
6859,TRADD,SCGB1C1,-0.114
6860,TRADD,ICOS,-0.114
6861,TRADD,WASHC4,0.114
6862,TRADD,CLDN12,0.113
6863,TRADD,TREX1,-0.113
6864,TRADD,ATP2A2,0.113
6865,TRADD,CXCR3,-0.113
6866,TRADD,MAGEA3,0.113
6867,TRADD,MPO,0.11199999999999999
6868,TRADD,GABRG2,0.11199999999999999
6869,TRADD,FASLG,-0.111
6870,TRADD,GIPR,0.111
6871,TRADD,SERF1A,-0.111
6872,TRADD,LCK,-0.111
6873,TRADD,PWWP3B,0.11
6874,TRADD,PRIMPOL,-0.11
6875,TRADD,THOC3,-0.11
6876,TRADD,IL36A,-0.11
6877,TRADD,TCTEX1D1,0.11
6878,TRADD,SMYD5,0.11
6879,TRADD,SCARF1,-0.109
6880,TRADD,CAPSL,-0.109
6881,TRADD,ERG,-0.109
6882,TRADD,SLC36A1,0.109
6883,TRADD,CCR5,-0.109
6884,TRADD,ACSL3,0.10800000000000001
6885,TRADD,LIN28B,0.10800000000000001
6886,TRADD,CYB5A,-0.10800000000000001
6887,TRADD,MXD3,-0.10800000000000001
6888,TRADD,LRRC25,0.10800000000000001
6889,TRADD,CDKN2D,-0.107
6890,TRADD,GIMAP4,-0.107
6891,TRADD,RAG2,-0.107
6892,TRADD,GAS8,0.162
6894,TRADD,PRDM7,0.161
6896,TRADD,DBNDD1,0.142
6900,TRADD,MC1R,0.139
6901,TRADD,TUBB3,0.139
6902,TRADD,DEF8,0.138
6903,TRADD,TCF25,0.131
6905,TRADD,ENPP6,-0.122
6906,TRADD,WWC2,-0.121
6910,TRADD,TENM3,-0.12
6912,TRADD,FANCA,0.12
6914,TRADD,SPIRE2,0.12
6915,TRADD,STOX2,-0.11900000000000001
6916,TRADD,CFAP97,-0.11900000000000001
6917,TRADD,CENPU,-0.11800000000000001
6918,TRADD,ING2,-0.11800000000000001
6919,TRADD,DCTD,-0.11699999999999999
6920,TRADD,TRAPPC11,-0.11699999999999999
6923,TRADD,HELT,-0.115
6926,TRADD,CASP3,-0.115
6930,TRADD,TRIML1,-0.114
6931,TRADD,TRIML2,-0.114
6932,TRADD,ZFP42,-0.114
6936,TRADD,ACSL1,-0.113
6938,TRADD,CLDN22,-0.11199999999999999
6939,TRADD,CLDN24,-0.11199999999999999
6940,TRADD,SNX25,-0.11199999999999999
6941,TRADD,FRG1,-0.11199999999999999
6942,TRADD,CHMP1A,0.11199999999999999
6945,TRADD,CDKN2AIP,-0.111
6948,TRADD,AGA,-0.11
6950,TRADD,GLYAT,-0.109
6952,TRADD,FBXO8,-0.109
6954,TRADD,SCLT1,-0.10800000000000001
6956,TRADD,DPEP1,0.107
6958,TRADD,GLYATL2,-0.107
6959,TRADD,SLC25A4,-0.105
6960,TRADD,RPL13,0.105
6961,TRADD,DGKD,-0.10400000000000001
6963,TRADD,DUX4,-0.10400000000000001
6965,TRADD,ANXA10,-0.10400000000000001
6966,TRADD,NEIL3,-0.10400000000000001
6967,TRADD,KCND2,-0.10400000000000001
6968,TRADD,SPG7,0.10300000000000001
6969,TRADD,DDX60L,-0.102
6970,TRADD,FAM149A,-0.102
6971,TRADD,TLR3,-0.102
6974,TRADD,FRG2,-0.10099999999999999
6977,TRADD,C16orf95,0.10099999999999999
6978,TRADD,ZNF276,0.10099999999999999
6979,TRADD,SPATA33,0.10099999999999999
6980,TRADD,GLYATL1,-0.10099999999999999
6981,TRADD,SYNPO2,-0.1
6983,TRADD,JARID2,-0.10800000000000001
6985,TRADD,ZFP91,-0.106
6987,TRADD,CNTF,-0.106
6988,TRADD,OR5B12,-0.106
6989,TRADD,OR5B2,-0.106
6990,TRADD,MTAP,-0.106
6991,TRADD,OR5B3,-0.105
6992,TRADD,TBATA,-0.105
6993,TRADD,MYLIP,-0.105
6995,TRADD,VSIR,-0.10400000000000001
6996,TRADD,CTNNA3,-0.10400000000000001
6997,TRADD,REEP3,-0.10300000000000001
6998,TRADD,NRBF2,-0.10300000000000001
6999,TRADD,LPXN,-0.10300000000000001
7000,TRADD,OR5B21,-0.10300000000000001
7001,TRADD,C10orf105,-0.10300000000000001
7002,TRADD,PALD1,-0.10300000000000001
7003,TRADD,MTRNR2L5,-0.10300000000000001
7004,TRADD,WASHC2A,-0.10300000000000001
7005,TRADD,JMJD1C,-0.10300000000000001
7006,TRADD,NCOA4,-0.10300000000000001
7008,TRADD,TIMM23,-0.102
7009,TRADD,DTNBP1,-0.102
7010,TRADD,CHST3,-0.102
7011,TRADD,SGPL1,-0.102
7012,TRADD,PCBD1,-0.102
7013,TRADD,GMPR,-0.102
7014,TRADD,SLC29A3,-0.102
7015,TRADD,CDH23,-0.102
7016,TRADD,SPOCK2,-0.10099999999999999
7017,TRADD,MBL2,-0.10099999999999999
7018,TRADD,AIFM2,-0.10099999999999999
7019,TRADD,PSAP,-0.10099999999999999
7020,TRADD,PRF1,-0.10099999999999999
7021,TRADD,ADAMTS14,-0.10099999999999999
7022,TRADD,ASCC1,-0.1
7023,TRADD,PPP1R3A,-0.1
7024,TRADD,OR4C46,-0.1
7025,TRADD,ANKRD7,-0.1
7026,TRADD,ANAPC16,-0.1
7027,TRADD,DDIT4,-0.1
7028,TRADD,DNAJB12,-0.1
7030,TRADD,LSM8,-0.099
7031,TRADD,AGAP6,-0.099
7032,TRADD,MACROH2A2,-0.099
7033,TRADD,MICU1,-0.099
7034,TRADD,ZWINT,-0.099
7036,TRADD,MSMB,-0.099
7037,TRADD,ARHGAP22,-0.099
7038,TRADD,RPS24,-0.099
7039,TRADD,TSPAN14,-0.099
7040,TRADD,TET1,-0.099
7041,TRADD,SIRT1,-0.099
7042,TRADD,LRRTM3,-0.098
7043,TRADD,CDH11,-0.098
7044,TRADD,PRXL2A,-0.098
7045,TRADD,DDX21,-0.098
7046,TRADD,DDX50,-0.098
7047,TRADD,AJAP1,-0.09699999999999999
7048,TRADD,OR5B17,-0.09699999999999999
7049,TRADD,P4HA1,-0.09699999999999999
7052,TRADD,KMT2E,-0.09699999999999999
7054,TRADD,OR5A1,-0.09699999999999999
7055,TRADD,UNC13C,-0.09699999999999999
7056,TRADD,TMEM26,-0.09699999999999999
7057,TRADD,MCU,-0.09699999999999999
7059,TRADD,MYPN,-0.09699999999999999
7060,TRADD,HERC4,-0.09699999999999999
7061,TRADD,NODAL,-0.09699999999999999
7062,TRADD,EIF4EBP2,-0.09699999999999999
7063,TRADD,OR4A5,-0.09699999999999999
7064,TRADD,OIT3,-0.09699999999999999
7065,TRADD,PLA2G12B,-0.09699999999999999
7067,TRADD,VPS26A,-0.09699999999999999
7068,TRADD,SRGN,-0.09699999999999999
7069,TRADD,KIFBP,-0.09699999999999999
7070,TRADD,OR4D6,-0.09699999999999999
7071,TRADD,CABCOCO1,-0.09699999999999999
7072,TRADD,NEUROG3,-0.09699999999999999
7073,TRADD,FAM241B,-0.09699999999999999
7075,TRADD,CCAR1,-0.096
7076,TRADD,ATP6V0E1,-0.185
7077,TRADD,TNK2,-0.183
7078,TRADD,HORMAD2,-0.182
7079,TRADD,LMNA,-0.177
7080,TRADD,NME5,-0.16899999999999998
7081,TRADD,KIFC3,-0.166
7083,TRADD,RPS26,-0.155
7084,TRADD,THAP1,-0.154
7085,TRADD,SLC47A1,-0.153
7086,TRADD,GIPC1,0.152
7087,TRADD,TOMM20L,-0.151
7088,TRADD,ISY1,-0.14800000000000002
7089,TRADD,PERP,-0.14800000000000002
7090,TRADD,ALDH7A1,-0.145
7091,TRADD,NDUFB5,-0.145
7092,TRADD,RPS5,-0.14300000000000002
7093,TRADD,CXXC5,-0.142
7095,TRADD,BCS1L,-0.141
7096,TRADD,LOXL3,-0.14
7097,TRADD,TASOR,-0.139
7098,TRADD,METTL14,-0.138
7099,TRADD,AP2A2,-0.138
7100,TRADD,FAM53C,-0.138
7101,TRADD,TNIP2,-0.138
7102,TRADD,PHETA1,-0.138
7103,TRADD,NFYA,-0.13699999999999998
7104,TRADD,ALOX5,-0.13699999999999998
7105,TRADD,SEMA7A,-0.136
7106,TRADD,DNAJC3,-0.135
7107,TRADD,C15orf61,-0.135
7108,TRADD,IL2RG,-0.134
7109,TRADD,IFT46,-0.134
7110,TRADD,RNF216,-0.134
7111,TRADD,DOHH,-0.134
7112,TRADD,QRFP,-0.134
7115,TRADD,DEFB135,-0.133
7116,TRADD,UBA52,-0.133
7117,TRADD,LCN12,-0.133
7118,TRADD,LENG8,-0.132
7119,TRADD,PDIA5,-0.131
7120,TRADD,TIGD2,-0.131
7121,TRADD,ACTR3,-0.13
7122,TRADD,AP4E1,-0.13
7123,TRADD,PLBD1,-0.13
7124,TRADD,OSGIN1,-0.13
7126,TRADD,TMEM67,-0.129
7127,TRADD,DNAH12,-0.129
7128,TRADD,STEAP3,-0.128
7129,TRADD,RBBP7,-0.128
7130,TRADD,PDLIM4,-0.127
7131,TRADD,RBM38,-0.127
7132,TRADD,EDDM3B,-0.126
7133,TRADD,PGBD1,-0.126
7134,TRADD,ALDH18A1,-0.126
7135,TRADD,HUS1B,-0.126
7136,TRADD,PDCD1LG2,-0.126
